,Date,Close,Open,High,Low,Increase
0,20091231,4.012,4.012,4.012,4.012,-1.16%
1,20091230,4.059,4.059,4.059,4.059,-0.61%
2,20091229,4.084,4.084,4.084,4.084,2.23%
3,20091224,3.995,3.995,3.995,3.995,0.15%
4,20091223,3.989,3.989,3.989,3.989,2.02%
5,20091222,3.91,3.91,3.91,3.91,1.43%
6,20091221,3.855,3.855,3.855,3.855,1.80%
7,20091218,3.787,3.787,3.787,3.787,-1.53%
8,20091217,3.846,3.846,3.846,3.846,-0.57%
9,20091216,3.868,3.868,3.868,3.868,-0.85%
10,20091215,3.901,3.901,3.901,3.901,2.20%
11,20091214,3.817,3.817,3.817,3.817,-0.68%
12,20091211,3.843,3.843,3.843,3.843,0.97%
13,20091210,3.806,3.806,3.806,3.806,3.82%
14,20091209,3.666,3.666,3.666,3.666,-0.92%
15,20091208,3.7,3.7,3.7,3.7,0.16%
16,20091207,3.694,3.694,3.694,3.694,-0.54%
17,20091204,3.714,3.714,3.714,3.714,2.37%
18,20091203,3.628,3.628,3.628,3.628,1.09%
19,20091202,3.589,3.589,3.589,3.589,1.38%
20,20091201,3.54,3.54,3.54,3.54,0.43%
21,20091130,3.525,3.525,3.525,3.525,-0.48%
22,20091127,3.542,3.542,3.542,3.542,0.31%
23,20091126,3.531,3.531,3.531,3.531,-2.83%
24,20091125,3.634,3.634,3.634,3.634,-0.49%
25,20091124,3.652,3.652,3.652,3.652,-0.35%
26,20091123,3.665,3.665,3.665,3.665,0.69%
27,20091120,3.64,3.64,3.64,3.64,-0.52%
28,20091119,3.659,3.659,3.659,3.659,-0.52%
29,20091118,3.678,3.678,3.678,3.678,0.44%
30,20091117,3.662,3.662,3.662,3.662,-2.14%
31,20091116,3.742,3.742,3.742,3.742,-1.34%
32,20091113,3.793,3.793,3.793,3.793,0.34%
33,20091112,3.78,3.78,3.78,3.78,0.61%
34,20091111,3.757,3.757,3.757,3.757,-0.84%
35,20091110,3.789,3.789,3.789,3.789,-1.20%
36,20091109,3.835,3.835,3.835,3.835,-1.34%
37,20091106,3.887,3.887,3.887,3.887,0.86%
38,20091105,3.854,3.854,3.854,3.854,1.69%
39,20091104,3.79,3.79,3.79,3.79,1.91%
40,20091103,3.719,3.719,3.719,3.719,1.61%
41,20091102,3.66,3.66,3.66,3.66,1.33%
42,20091030,3.612,3.612,3.612,3.612,-1.74%
43,20091029,3.676,3.676,3.676,3.676,1.80%
44,20091028,3.611,3.611,3.611,3.611,-0.11%
45,20091027,3.615,3.615,3.615,3.615,-2.22%
46,20091026,3.697,3.697,3.697,3.697,0.38%
47,20091023,3.683,3.683,3.683,3.683,-0.70%
48,20091022,3.709,3.709,3.709,3.709,-0.13%
49,20091021,3.714,3.714,3.714,3.714,4.89%
50,20091020,3.541,3.541,3.541,3.541,-1.45%
51,20091019,3.593,3.593,3.593,3.593,-0.44%
52,20091016,3.609,3.609,3.609,3.609,1.18%
53,20091015,3.567,3.567,3.567,3.567,1.74%
54,20091014,3.506,3.506,3.506,3.506,3.21%
55,20091013,3.397,3.397,3.397,3.397,0.56%
56,20091012,3.378,3.378,3.378,3.378,-2.00%
57,20091009,3.447,3.447,3.447,3.447,2.77%
58,20091008,3.354,3.354,3.354,3.354,-0.62%
59,20091007,3.375,3.375,3.375,3.375,-0.88%
60,20091006,3.405,3.405,3.405,3.405,0.32%
61,20091005,3.394,3.394,3.394,3.394,-0.85%
62,20091002,3.423,3.423,3.423,3.423,-1.47%
