,L,U
19940421,3.75,3.75
19940422,3.75,3.75
19940423,3.75,3.75
19940424,3.75,3.75
19940425,3.75,3.75
19940426,3.75,3.75
19940427,3.75,3.75
19940428,3.75,3.75
19940429,3.75,3.75
19940430,3.75,3.75
19940501,3.75,3.75
19940502,3.75,3.75
19940503,3.75,3.75
19940504,3.75,3.75
19940505,3.75,3.75
19940506,3.75,3.75
19940507,3.75,3.75
19940508,3.75,3.75
19940509,3.75,3.75
19940510,3.75,3.75
19940511,3.75,3.75
19940512,3.75,3.75
19940513,3.75,3.75
19940514,3.75,3.75
19940515,3.75,3.75
19940516,3.75,3.75
19940517,4.25,4.25
19940518,4.25,4.25
19940519,4.25,4.25
19940520,4.25,4.25
19940521,4.25,4.25
19940522,4.25,4.25
19940523,4.25,4.25
19940524,4.25,4.25
19940525,4.25,4.25
19940526,4.25,4.25
19940527,4.25,4.25
19940528,4.25,4.25
19940529,4.25,4.25
19940530,4.25,4.25
19940531,4.25,4.25
19940601,4.25,4.25
19940602,4.25,4.25
19940603,4.25,4.25
19940604,4.25,4.25
19940605,4.25,4.25
19940606,4.25,4.25
19940607,4.25,4.25
19940608,4.25,4.25
19940609,4.25,4.25
19940610,4.25,4.25
19940611,4.25,4.25
19940612,4.25,4.25
19940613,4.25,4.25
19940614,4.25,4.25
19940615,4.25,4.25
19940616,4.25,4.25
19940617,4.25,4.25
19940618,4.25,4.25
19940619,4.25,4.25
19940620,4.25,4.25
19940621,4.25,4.25
19940622,4.25,4.25
19940623,4.25,4.25
19940624,4.25,4.25
19940625,4.25,4.25
19940626,4.25,4.25
19940627,4.25,4.25
19940628,4.25,4.25
19940629,4.25,4.25
19940630,4.25,4.25
19940701,4.25,4.25
19940702,4.25,4.25
19940703,4.25,4.25
19940704,4.25,4.25
19940705,4.25,4.25
19940706,4.25,4.25
19940707,4.25,4.25
19940708,4.25,4.25
19940709,4.25,4.25
19940710,4.25,4.25
19940711,4.25,4.25
19940712,4.25,4.25
19940713,4.25,4.25
19940714,4.25,4.25
19940715,4.25,4.25
19940716,4.25,4.25
19940717,4.25,4.25
19940718,4.25,4.25
19940719,4.25,4.25
19940720,4.25,4.25
19940721,4.25,4.25
19940722,4.25,4.25
19940723,4.25,4.25
19940724,4.25,4.25
19940725,4.25,4.25
19940726,4.25,4.25
19940727,4.25,4.25
19940728,4.25,4.25
19940729,4.25,4.25
19940730,4.25,4.25
19940731,4.25,4.25
19940801,4.25,4.25
19940802,4.25,4.25
19940803,4.25,4.25
19940804,4.25,4.25
19940805,4.25,4.25
19940806,4.25,4.25
19940807,4.25,4.25
19940808,4.25,4.25
19940809,4.25,4.25
19940810,4.25,4.25
19940811,4.25,4.25
19940812,4.25,4.25
19940813,4.25,4.25
19940814,4.25,4.25
19940815,4.25,4.25
19940816,4.75,4.75
19940817,4.75,4.75
19940818,4.75,4.75
19940819,4.75,4.75
19940820,4.75,4.75
19940821,4.75,4.75
19940822,4.75,4.75
19940823,4.75,4.75
19940824,4.75,4.75
19940825,4.75,4.75
19940826,4.75,4.75
19940827,4.75,4.75
19940828,4.75,4.75
19940829,4.75,4.75
19940830,4.75,4.75
19940831,4.75,4.75
19940901,4.75,4.75
19940902,4.75,4.75
19940903,4.75,4.75
19940904,4.75,4.75
19940905,4.75,4.75
19940906,4.75,4.75
19940907,4.75,4.75
19940908,4.75,4.75
19940909,4.75,4.75
19940910,4.75,4.75
19940911,4.75,4.75
19940912,4.75,4.75
19940913,4.75,4.75
19940914,4.75,4.75
19940915,4.75,4.75
19940916,4.75,4.75
19940917,4.75,4.75
19940918,4.75,4.75
19940919,4.75,4.75
19940920,4.75,4.75
19940921,4.75,4.75
19940922,4.75,4.75
19940923,4.75,4.75
19940924,4.75,4.75
19940925,4.75,4.75
19940926,4.75,4.75
19940927,4.75,4.75
19940928,4.75,4.75
19940929,4.75,4.75
19940930,4.75,4.75
19941001,4.75,4.75
19941002,4.75,4.75
19941003,4.75,4.75
19941004,4.75,4.75
19941005,4.75,4.75
19941006,4.75,4.75
19941007,4.75,4.75
19941008,4.75,4.75
19941009,4.75,4.75
19941010,4.75,4.75
19941011,4.75,4.75
19941012,4.75,4.75
19941013,4.75,4.75
19941014,4.75,4.75
19941015,4.75,4.75
19941016,4.75,4.75
19941017,4.75,4.75
19941018,4.75,4.75
19941019,4.75,4.75
19941020,4.75,4.75
19941021,4.75,4.75
19941022,4.75,4.75
19941023,4.75,4.75
19941024,4.75,4.75
19941025,4.75,4.75
19941026,4.75,4.75
19941027,4.75,4.75
19941028,4.75,4.75
19941029,4.75,4.75
19941030,4.75,4.75
19941031,4.75,4.75
19941101,4.75,4.75
19941102,4.75,4.75
19941103,4.75,4.75
19941104,4.75,4.75
19941105,4.75,4.75
19941106,4.75,4.75
19941107,4.75,4.75
19941108,4.75,4.75
19941109,4.75,4.75
19941110,4.75,4.75
19941111,4.75,4.75
19941112,4.75,4.75
19941113,4.75,4.75
19941114,4.75,4.75
19941115,5.5,5.5
19941116,5.5,5.5
19941117,5.5,5.5
19941118,5.5,5.5
19941119,5.5,5.5
19941120,5.5,5.5
19941121,5.5,5.5
19941122,5.5,5.5
19941123,5.5,5.5
19941124,5.5,5.5
19941125,5.5,5.5
19941126,5.5,5.5
19941127,5.5,5.5
19941128,5.5,5.5
19941129,5.5,5.5
19941130,5.5,5.5
19941201,5.5,5.5
19941202,5.5,5.5
19941203,5.5,5.5
19941204,5.5,5.5
19941205,5.5,5.5
19941206,5.5,5.5
19941207,5.5,5.5
19941208,5.5,5.5
19941209,5.5,5.5
19941210,5.5,5.5
19941211,5.5,5.5
19941212,5.5,5.5
19941213,5.5,5.5
19941214,5.5,5.5
19941215,5.5,5.5
19941216,5.5,5.5
19941217,5.5,5.5
19941218,5.5,5.5
19941219,5.5,5.5
19941220,5.5,5.5
19941221,5.5,5.5
19941222,5.5,5.5
19941223,5.5,5.5
19941224,5.5,5.5
19941225,5.5,5.5
19941226,5.5,5.5
19941227,5.5,5.5
19941228,5.5,5.5
19941229,5.5,5.5
19941230,5.5,5.5
19941231,5.5,5.5
19950101,5.5,5.5
19950102,5.5,5.5
19950103,5.5,5.5
19950104,5.5,5.5
19950105,5.5,5.5
19950106,5.5,5.5
19950107,5.5,5.5
19950108,5.5,5.5
19950109,5.5,5.5
19950110,5.5,5.5
19950111,5.5,5.5
19950112,5.5,5.5
19950113,5.5,5.5
19950114,5.5,5.5
19950115,5.5,5.5
19950116,5.5,5.5
19950117,5.5,5.5
19950118,5.5,5.5
19950119,5.5,5.5
19950120,5.5,5.5
19950121,5.5,5.5
19950122,5.5,5.5
19950123,5.5,5.5
19950124,5.5,5.5
19950125,5.5,5.5
19950126,5.5,5.5
19950127,5.5,5.5
19950128,5.5,5.5
19950129,5.5,5.5
19950130,5.5,5.5
19950131,5.5,5.5
19950201,6.0,6.0
19950202,6.0,6.0
19950203,6.0,6.0
19950204,6.0,6.0
19950205,6.0,6.0
19950206,6.0,6.0
19950207,6.0,6.0
19950208,6.0,6.0
19950209,6.0,6.0
19950210,6.0,6.0
19950211,6.0,6.0
19950212,6.0,6.0
19950213,6.0,6.0
19950214,6.0,6.0
19950215,6.0,6.0
19950216,6.0,6.0
19950217,6.0,6.0
19950218,6.0,6.0
19950219,6.0,6.0
19950220,6.0,6.0
19950221,6.0,6.0
19950222,6.0,6.0
19950223,6.0,6.0
19950224,6.0,6.0
19950225,6.0,6.0
19950226,6.0,6.0
19950227,6.0,6.0
19950228,6.0,6.0
19950301,6.0,6.0
19950302,6.0,6.0
19950303,6.0,6.0
19950304,6.0,6.0
19950305,6.0,6.0
19950306,6.0,6.0
19950307,6.0,6.0
19950308,6.0,6.0
19950309,6.0,6.0
19950310,6.0,6.0
19950311,6.0,6.0
19950312,6.0,6.0
19950313,6.0,6.0
19950314,6.0,6.0
19950315,6.0,6.0
19950316,6.0,6.0
19950317,6.0,6.0
19950318,6.0,6.0
19950319,6.0,6.0
19950320,6.0,6.0
19950321,6.0,6.0
19950322,6.0,6.0
19950323,6.0,6.0
19950324,6.0,6.0
19950325,6.0,6.0
19950326,6.0,6.0
19950327,6.0,6.0
19950328,6.0,6.0
19950329,6.0,6.0
19950330,6.0,6.0
19950331,6.0,6.0
19950401,6.0,6.0
19950402,6.0,6.0
19950403,6.0,6.0
19950404,6.0,6.0
19950405,6.0,6.0
19950406,6.0,6.0
19950407,6.0,6.0
19950408,6.0,6.0
19950409,6.0,6.0
19950410,6.0,6.0
19950411,6.0,6.0
19950412,6.0,6.0
19950413,6.0,6.0
19950414,6.0,6.0
19950415,6.0,6.0
19950416,6.0,6.0
19950417,6.0,6.0
19950418,6.0,6.0
19950419,6.0,6.0
19950420,6.0,6.0
19950421,6.0,6.0
19950422,6.0,6.0
19950423,6.0,6.0
19950424,6.0,6.0
19950425,6.0,6.0
19950426,6.0,6.0
19950427,6.0,6.0
19950428,6.0,6.0
19950429,6.0,6.0
19950430,6.0,6.0
19950501,6.0,6.0
19950502,6.0,6.0
19950503,6.0,6.0
19950504,6.0,6.0
19950505,6.0,6.0
19950506,6.0,6.0
19950507,6.0,6.0
19950508,6.0,6.0
19950509,6.0,6.0
19950510,6.0,6.0
19950511,6.0,6.0
19950512,6.0,6.0
19950513,6.0,6.0
19950514,6.0,6.0
19950515,6.0,6.0
19950516,6.0,6.0
19950517,6.0,6.0
19950518,6.0,6.0
19950519,6.0,6.0
19950520,6.0,6.0
19950521,6.0,6.0
19950522,6.0,6.0
19950523,6.0,6.0
19950524,6.0,6.0
19950525,6.0,6.0
19950526,6.0,6.0
19950527,6.0,6.0
19950528,6.0,6.0
19950529,6.0,6.0
19950530,6.0,6.0
19950531,6.0,6.0
19950601,6.0,6.0
19950602,6.0,6.0
19950603,6.0,6.0
19950604,6.0,6.0
19950605,6.0,6.0
19950606,6.0,6.0
19950607,6.0,6.0
19950608,6.0,6.0
19950609,6.0,6.0
19950610,6.0,6.0
19950611,6.0,6.0
19950612,6.0,6.0
19950613,6.0,6.0
19950614,6.0,6.0
19950615,6.0,6.0
19950616,6.0,6.0
19950617,6.0,6.0
19950618,6.0,6.0
19950619,6.0,6.0
19950620,6.0,6.0
19950621,6.0,6.0
19950622,6.0,6.0
19950623,6.0,6.0
19950624,6.0,6.0
19950625,6.0,6.0
19950626,6.0,6.0
19950627,6.0,6.0
19950628,6.0,6.0
19950629,6.0,6.0
19950630,6.0,6.0
19950701,6.0,6.0
19950702,6.0,6.0
19950703,6.0,6.0
19950704,6.0,6.0
19950705,6.0,6.0
19950706,5.75,5.75
19950707,5.75,5.75
19950708,5.75,5.75
19950709,5.75,5.75
19950710,5.75,5.75
19950711,5.75,5.75
19950712,5.75,5.75
19950713,5.75,5.75
19950714,5.75,5.75
19950715,5.75,5.75
19950716,5.75,5.75
19950717,5.75,5.75
19950718,5.75,5.75
19950719,5.75,5.75
19950720,5.75,5.75
19950721,5.75,5.75
19950722,5.75,5.75
19950723,5.75,5.75
19950724,5.75,5.75
19950725,5.75,5.75
19950726,5.75,5.75
19950727,5.75,5.75
19950728,5.75,5.75
19950729,5.75,5.75
19950730,5.75,5.75
19950731,5.75,5.75
19950801,5.75,5.75
19950802,5.75,5.75
19950803,5.75,5.75
19950804,5.75,5.75
19950805,5.75,5.75
19950806,5.75,5.75
19950807,5.75,5.75
19950808,5.75,5.75
19950809,5.75,5.75
19950810,5.75,5.75
19950811,5.75,5.75
19950812,5.75,5.75
19950813,5.75,5.75
19950814,5.75,5.75
19950815,5.75,5.75
19950816,5.75,5.75
19950817,5.75,5.75
19950818,5.75,5.75
19950819,5.75,5.75
19950820,5.75,5.75
19950821,5.75,5.75
19950822,5.75,5.75
19950823,5.75,5.75
19950824,5.75,5.75
19950825,5.75,5.75
19950826,5.75,5.75
19950827,5.75,5.75
19950828,5.75,5.75
19950829,5.75,5.75
19950830,5.75,5.75
19950831,5.75,5.75
19950901,5.75,5.75
19950902,5.75,5.75
19950903,5.75,5.75
19950904,5.75,5.75
19950905,5.75,5.75
19950906,5.75,5.75
19950907,5.75,5.75
19950908,5.75,5.75
19950909,5.75,5.75
19950910,5.75,5.75
19950911,5.75,5.75
19950912,5.75,5.75
19950913,5.75,5.75
19950914,5.75,5.75
19950915,5.75,5.75
19950916,5.75,5.75
19950917,5.75,5.75
19950918,5.75,5.75
19950919,5.75,5.75
19950920,5.75,5.75
19950921,5.75,5.75
19950922,5.75,5.75
19950923,5.75,5.75
19950924,5.75,5.75
19950925,5.75,5.75
19950926,5.75,5.75
19950927,5.75,5.75
19950928,5.75,5.75
19950929,5.75,5.75
19950930,5.75,5.75
19951001,5.75,5.75
19951002,5.75,5.75
19951003,5.75,5.75
19951004,5.75,5.75
19951005,5.75,5.75
19951006,5.75,5.75
19951007,5.75,5.75
19951008,5.75,5.75
19951009,5.75,5.75
19951010,5.75,5.75
19951011,5.75,5.75
19951012,5.75,5.75
19951013,5.75,5.75
19951014,5.75,5.75
19951015,5.75,5.75
19951016,5.75,5.75
19951017,5.75,5.75
19951018,5.75,5.75
19951019,5.75,5.75
19951020,5.75,5.75
19951021,5.75,5.75
19951022,5.75,5.75
19951023,5.75,5.75
19951024,5.75,5.75
19951025,5.75,5.75
19951026,5.75,5.75
19951027,5.75,5.75
19951028,5.75,5.75
19951029,5.75,5.75
19951030,5.75,5.75
19951031,5.75,5.75
19951101,5.75,5.75
19951102,5.75,5.75
19951103,5.75,5.75
19951104,5.75,5.75
19951105,5.75,5.75
19951106,5.75,5.75
19951107,5.75,5.75
19951108,5.75,5.75
19951109,5.75,5.75
19951110,5.75,5.75
19951111,5.75,5.75
19951112,5.75,5.75
19951113,5.75,5.75
19951114,5.75,5.75
19951115,5.75,5.75
19951116,5.75,5.75
19951117,5.75,5.75
19951118,5.75,5.75
19951119,5.75,5.75
19951120,5.75,5.75
19951121,5.75,5.75
19951122,5.75,5.75
19951123,5.75,5.75
19951124,5.75,5.75
19951125,5.75,5.75
19951126,5.75,5.75
19951127,5.75,5.75
19951128,5.75,5.75
19951129,5.75,5.75
19951130,5.75,5.75
19951201,5.75,5.75
19951202,5.75,5.75
19951203,5.75,5.75
19951204,5.75,5.75
19951205,5.75,5.75
19951206,5.75,5.75
19951207,5.75,5.75
19951208,5.75,5.75
19951209,5.75,5.75
19951210,5.75,5.75
19951211,5.75,5.75
19951212,5.75,5.75
19951213,5.75,5.75
19951214,5.75,5.75
19951215,5.75,5.75
19951216,5.75,5.75
19951217,5.75,5.75
19951218,5.75,5.75
19951219,5.5,5.5
19951220,5.5,5.5
19951221,5.5,5.5
19951222,5.5,5.5
19951223,5.5,5.5
19951224,5.5,5.5
19951225,5.5,5.5
19951226,5.5,5.5
19951227,5.5,5.5
19951228,5.5,5.5
19951229,5.5,5.5
19951230,5.5,5.5
19951231,5.5,5.5
19960101,5.5,5.5
19960102,5.5,5.5
19960103,5.5,5.5
19960104,5.5,5.5
19960105,5.5,5.5
19960106,5.5,5.5
19960107,5.5,5.5
19960108,5.5,5.5
19960109,5.5,5.5
19960110,5.5,5.5
19960111,5.5,5.5
19960112,5.5,5.5
19960113,5.5,5.5
19960114,5.5,5.5
19960115,5.5,5.5
19960116,5.5,5.5
19960117,5.5,5.5
19960118,5.5,5.5
19960119,5.5,5.5
19960120,5.5,5.5
19960121,5.5,5.5
19960122,5.5,5.5
19960123,5.5,5.5
19960124,5.5,5.5
19960125,5.5,5.5
19960126,5.5,5.5
19960127,5.5,5.5
19960128,5.5,5.5
19960129,5.5,5.5
19960130,5.5,5.5
19960131,5.25,5.25
19960201,5.25,5.25
19960202,5.25,5.25
19960203,5.25,5.25
19960204,5.25,5.25
19960205,5.25,5.25
19960206,5.25,5.25
19960207,5.25,5.25
19960208,5.25,5.25
19960209,5.25,5.25
19960210,5.25,5.25
19960211,5.25,5.25
19960212,5.25,5.25
19960213,5.25,5.25
19960214,5.25,5.25
19960215,5.25,5.25
19960216,5.25,5.25
19960217,5.25,5.25
19960218,5.25,5.25
19960219,5.25,5.25
19960220,5.25,5.25
19960221,5.25,5.25
19960222,5.25,5.25
19960223,5.25,5.25
19960224,5.25,5.25
19960225,5.25,5.25
19960226,5.25,5.25
19960227,5.25,5.25
19960228,5.25,5.25
19960229,5.25,5.25
19960301,5.25,5.25
19960302,5.25,5.25
19960303,5.25,5.25
19960304,5.25,5.25
19960305,5.25,5.25
19960306,5.25,5.25
19960307,5.25,5.25
19960308,5.25,5.25
19960309,5.25,5.25
19960310,5.25,5.25
19960311,5.25,5.25
19960312,5.25,5.25
19960313,5.25,5.25
19960314,5.25,5.25
19960315,5.25,5.25
19960316,5.25,5.25
19960317,5.25,5.25
19960318,5.25,5.25
19960319,5.25,5.25
19960320,5.25,5.25
19960321,5.25,5.25
19960322,5.25,5.25
19960323,5.25,5.25
19960324,5.25,5.25
19960325,5.25,5.25
19960326,5.25,5.25
19960327,5.25,5.25
19960328,5.25,5.25
19960329,5.25,5.25
19960330,5.25,5.25
19960331,5.25,5.25
19960401,5.25,5.25
19960402,5.25,5.25
19960403,5.25,5.25
19960404,5.25,5.25
19960405,5.25,5.25
19960406,5.25,5.25
19960407,5.25,5.25
19960408,5.25,5.25
19960409,5.25,5.25
19960410,5.25,5.25
19960411,5.25,5.25
19960412,5.25,5.25
19960413,5.25,5.25
19960414,5.25,5.25
19960415,5.25,5.25
19960416,5.25,5.25
19960417,5.25,5.25
19960418,5.25,5.25
19960419,5.25,5.25
19960420,5.25,5.25
19960421,5.25,5.25
19960422,5.25,5.25
19960423,5.25,5.25
19960424,5.25,5.25
19960425,5.25,5.25
19960426,5.25,5.25
19960427,5.25,5.25
19960428,5.25,5.25
19960429,5.25,5.25
19960430,5.25,5.25
19960501,5.25,5.25
19960502,5.25,5.25
19960503,5.25,5.25
19960504,5.25,5.25
19960505,5.25,5.25
19960506,5.25,5.25
19960507,5.25,5.25
19960508,5.25,5.25
19960509,5.25,5.25
19960510,5.25,5.25
19960511,5.25,5.25
19960512,5.25,5.25
19960513,5.25,5.25
19960514,5.25,5.25
19960515,5.25,5.25
19960516,5.25,5.25
19960517,5.25,5.25
19960518,5.25,5.25
19960519,5.25,5.25
19960520,5.25,5.25
19960521,5.25,5.25
19960522,5.25,5.25
19960523,5.25,5.25
19960524,5.25,5.25
19960525,5.25,5.25
19960526,5.25,5.25
19960527,5.25,5.25
19960528,5.25,5.25
19960529,5.25,5.25
19960530,5.25,5.25
19960531,5.25,5.25
19960601,5.25,5.25
19960602,5.25,5.25
19960603,5.25,5.25
19960604,5.25,5.25
19960605,5.25,5.25
19960606,5.25,5.25
19960607,5.25,5.25
19960608,5.25,5.25
19960609,5.25,5.25
19960610,5.25,5.25
19960611,5.25,5.25
19960612,5.25,5.25
19960613,5.25,5.25
19960614,5.25,5.25
19960615,5.25,5.25
19960616,5.25,5.25
19960617,5.25,5.25
19960618,5.25,5.25
19960619,5.25,5.25
19960620,5.25,5.25
19960621,5.25,5.25
19960622,5.25,5.25
19960623,5.25,5.25
19960624,5.25,5.25
19960625,5.25,5.25
19960626,5.25,5.25
19960627,5.25,5.25
19960628,5.25,5.25
19960629,5.25,5.25
19960630,5.25,5.25
19960701,5.25,5.25
19960702,5.25,5.25
19960703,5.25,5.25
19960704,5.25,5.25
19960705,5.25,5.25
19960706,5.25,5.25
19960707,5.25,5.25
19960708,5.25,5.25
19960709,5.25,5.25
19960710,5.25,5.25
19960711,5.25,5.25
19960712,5.25,5.25
19960713,5.25,5.25
19960714,5.25,5.25
19960715,5.25,5.25
19960716,5.25,5.25
19960717,5.25,5.25
19960718,5.25,5.25
19960719,5.25,5.25
19960720,5.25,5.25
19960721,5.25,5.25
19960722,5.25,5.25
19960723,5.25,5.25
19960724,5.25,5.25
19960725,5.25,5.25
19960726,5.25,5.25
19960727,5.25,5.25
19960728,5.25,5.25
19960729,5.25,5.25
19960730,5.25,5.25
19960731,5.25,5.25
19960801,5.25,5.25
19960802,5.25,5.25
19960803,5.25,5.25
19960804,5.25,5.25
19960805,5.25,5.25
19960806,5.25,5.25
19960807,5.25,5.25
19960808,5.25,5.25
19960809,5.25,5.25
19960810,5.25,5.25
19960811,5.25,5.25
19960812,5.25,5.25
19960813,5.25,5.25
19960814,5.25,5.25
19960815,5.25,5.25
19960816,5.25,5.25
19960817,5.25,5.25
19960818,5.25,5.25
19960819,5.25,5.25
19960820,5.25,5.25
19960821,5.25,5.25
19960822,5.25,5.25
19960823,5.25,5.25
19960824,5.25,5.25
19960825,5.25,5.25
19960826,5.25,5.25
19960827,5.25,5.25
19960828,5.25,5.25
19960829,5.25,5.25
19960830,5.25,5.25
19960831,5.25,5.25
19960901,5.25,5.25
19960902,5.25,5.25
19960903,5.25,5.25
19960904,5.25,5.25
19960905,5.25,5.25
19960906,5.25,5.25
19960907,5.25,5.25
19960908,5.25,5.25
19960909,5.25,5.25
19960910,5.25,5.25
19960911,5.25,5.25
19960912,5.25,5.25
19960913,5.25,5.25
19960914,5.25,5.25
19960915,5.25,5.25
19960916,5.25,5.25
19960917,5.25,5.25
19960918,5.25,5.25
19960919,5.25,5.25
19960920,5.25,5.25
19960921,5.25,5.25
19960922,5.25,5.25
19960923,5.25,5.25
19960924,5.25,5.25
19960925,5.25,5.25
19960926,5.25,5.25
19960927,5.25,5.25
19960928,5.25,5.25
19960929,5.25,5.25
19960930,5.25,5.25
19961001,5.25,5.25
19961002,5.25,5.25
19961003,5.25,5.25
19961004,5.25,5.25
19961005,5.25,5.25
19961006,5.25,5.25
19961007,5.25,5.25
19961008,5.25,5.25
19961009,5.25,5.25
19961010,5.25,5.25
19961011,5.25,5.25
19961012,5.25,5.25
19961013,5.25,5.25
19961014,5.25,5.25
19961015,5.25,5.25
19961016,5.25,5.25
19961017,5.25,5.25
19961018,5.25,5.25
19961019,5.25,5.25
19961020,5.25,5.25
19961021,5.25,5.25
19961022,5.25,5.25
19961023,5.25,5.25
19961024,5.25,5.25
19961025,5.25,5.25
19961026,5.25,5.25
19961027,5.25,5.25
19961028,5.25,5.25
19961029,5.25,5.25
19961030,5.25,5.25
19961031,5.25,5.25
19961101,5.25,5.25
19961102,5.25,5.25
19961103,5.25,5.25
19961104,5.25,5.25
19961105,5.25,5.25
19961106,5.25,5.25
19961107,5.25,5.25
19961108,5.25,5.25
19961109,5.25,5.25
19961110,5.25,5.25
19961111,5.25,5.25
19961112,5.25,5.25
19961113,5.25,5.25
19961114,5.25,5.25
19961115,5.25,5.25
19961116,5.25,5.25
19961117,5.25,5.25
19961118,5.25,5.25
19961119,5.25,5.25
19961120,5.25,5.25
19961121,5.25,5.25
19961122,5.25,5.25
19961123,5.25,5.25
19961124,5.25,5.25
19961125,5.25,5.25
19961126,5.25,5.25
19961127,5.25,5.25
19961128,5.25,5.25
19961129,5.25,5.25
19961130,5.25,5.25
19961201,5.25,5.25
19961202,5.25,5.25
19961203,5.25,5.25
19961204,5.25,5.25
19961205,5.25,5.25
19961206,5.25,5.25
19961207,5.25,5.25
19961208,5.25,5.25
19961209,5.25,5.25
19961210,5.25,5.25
19961211,5.25,5.25
19961212,5.25,5.25
19961213,5.25,5.25
19961214,5.25,5.25
19961215,5.25,5.25
19961216,5.25,5.25
19961217,5.25,5.25
19961218,5.25,5.25
19961219,5.25,5.25
19961220,5.25,5.25
19961221,5.25,5.25
19961222,5.25,5.25
19961223,5.25,5.25
19961224,5.25,5.25
19961225,5.25,5.25
19961226,5.25,5.25
19961227,5.25,5.25
19961228,5.25,5.25
19961229,5.25,5.25
19961230,5.25,5.25
19961231,5.25,5.25
19970101,5.25,5.25
19970102,5.25,5.25
19970103,5.25,5.25
19970104,5.25,5.25
19970105,5.25,5.25
19970106,5.25,5.25
19970107,5.25,5.25
19970108,5.25,5.25
19970109,5.25,5.25
19970110,5.25,5.25
19970111,5.25,5.25
19970112,5.25,5.25
19970113,5.25,5.25
19970114,5.25,5.25
19970115,5.25,5.25
19970116,5.25,5.25
19970117,5.25,5.25
19970118,5.25,5.25
19970119,5.25,5.25
19970120,5.25,5.25
19970121,5.25,5.25
19970122,5.25,5.25
19970123,5.25,5.25
19970124,5.25,5.25
19970125,5.25,5.25
19970126,5.25,5.25
19970127,5.25,5.25
19970128,5.25,5.25
19970129,5.25,5.25
19970130,5.25,5.25
19970131,5.25,5.25
19970201,5.25,5.25
19970202,5.25,5.25
19970203,5.25,5.25
19970204,5.25,5.25
19970205,5.25,5.25
19970206,5.25,5.25
19970207,5.25,5.25
19970208,5.25,5.25
19970209,5.25,5.25
19970210,5.25,5.25
19970211,5.25,5.25
19970212,5.25,5.25
19970213,5.25,5.25
19970214,5.25,5.25
19970215,5.25,5.25
19970216,5.25,5.25
19970217,5.25,5.25
19970218,5.25,5.25
19970219,5.25,5.25
19970220,5.25,5.25
19970221,5.25,5.25
19970222,5.25,5.25
19970223,5.25,5.25
19970224,5.25,5.25
19970225,5.25,5.25
19970226,5.25,5.25
19970227,5.25,5.25
19970228,5.25,5.25
19970301,5.25,5.25
19970302,5.25,5.25
19970303,5.25,5.25
19970304,5.25,5.25
19970305,5.25,5.25
19970306,5.25,5.25
19970307,5.25,5.25
19970308,5.25,5.25
19970309,5.25,5.25
19970310,5.25,5.25
19970311,5.25,5.25
19970312,5.25,5.25
19970313,5.25,5.25
19970314,5.25,5.25
19970315,5.25,5.25
19970316,5.25,5.25
19970317,5.25,5.25
19970318,5.25,5.25
19970319,5.25,5.25
19970320,5.25,5.25
19970321,5.25,5.25
19970322,5.25,5.25
19970323,5.25,5.25
19970324,5.25,5.25
19970325,5.5,5.5
19970326,5.5,5.5
19970327,5.5,5.5
19970328,5.5,5.5
19970329,5.5,5.5
19970330,5.5,5.5
19970331,5.5,5.5
19970401,5.5,5.5
19970402,5.5,5.5
19970403,5.5,5.5
19970404,5.5,5.5
19970405,5.5,5.5
19970406,5.5,5.5
19970407,5.5,5.5
19970408,5.5,5.5
19970409,5.5,5.5
19970410,5.5,5.5
19970411,5.5,5.5
19970412,5.5,5.5
19970413,5.5,5.5
19970414,5.5,5.5
19970415,5.5,5.5
19970416,5.5,5.5
19970417,5.5,5.5
19970418,5.5,5.5
19970419,5.5,5.5
19970420,5.5,5.5
19970421,5.5,5.5
19970422,5.5,5.5
19970423,5.5,5.5
19970424,5.5,5.5
19970425,5.5,5.5
19970426,5.5,5.5
19970427,5.5,5.5
19970428,5.5,5.5
19970429,5.5,5.5
19970430,5.5,5.5
19970501,5.5,5.5
19970502,5.5,5.5
19970503,5.5,5.5
19970504,5.5,5.5
19970505,5.5,5.5
19970506,5.5,5.5
19970507,5.5,5.5
19970508,5.5,5.5
19970509,5.5,5.5
19970510,5.5,5.5
19970511,5.5,5.5
19970512,5.5,5.5
19970513,5.5,5.5
19970514,5.5,5.5
19970515,5.5,5.5
19970516,5.5,5.5
19970517,5.5,5.5
19970518,5.5,5.5
19970519,5.5,5.5
19970520,5.5,5.5
19970521,5.5,5.5
19970522,5.5,5.5
19970523,5.5,5.5
19970524,5.5,5.5
19970525,5.5,5.5
19970526,5.5,5.5
19970527,5.5,5.5
19970528,5.5,5.5
19970529,5.5,5.5
19970530,5.5,5.5
19970531,5.5,5.5
19970601,5.5,5.5
19970602,5.5,5.5
19970603,5.5,5.5
19970604,5.5,5.5
19970605,5.5,5.5
19970606,5.5,5.5
19970607,5.5,5.5
19970608,5.5,5.5
19970609,5.5,5.5
19970610,5.5,5.5
19970611,5.5,5.5
19970612,5.5,5.5
19970613,5.5,5.5
19970614,5.5,5.5
19970615,5.5,5.5
19970616,5.5,5.5
19970617,5.5,5.5
19970618,5.5,5.5
19970619,5.5,5.5
19970620,5.5,5.5
19970621,5.5,5.5
19970622,5.5,5.5
19970623,5.5,5.5
19970624,5.5,5.5
19970625,5.5,5.5
19970626,5.5,5.5
19970627,5.5,5.5
19970628,5.5,5.5
19970629,5.5,5.5
